Date, Open, High, Low, Close, Volume,Company
10/06/2022,168,168,168,168,4200,WTK
10/05/2022,165,168,165,167.75,11000,WTK
10/04/2022,159,168,159,164.5,600,WTK
10/03/2022,159,159,159,159,1600,WTK
09/29/2022,162,162,162,162,100,WTK
09/27/2022,159,163,159,162.5,10700,WTK
09/26/2022,159,159,159,159,200,WTK
09/23/2022,164,164,159,161.5,400,WTK
09/22/2022,157,159,157,158.25,1000,WTK
09/21/2022,159,159,159,159,200,WTK
09/20/2022,159,159,159,159,100,WTK
09/19/2022,159,159,159,159,900,WTK
09/16/2022,159,159,159,159,100,WTK
09/15/2022,157.25,157.25,157.25,157.25,50000,WTK
09/14/2022,160,160,156.75,157,52100,WTK
09/12/2022,158,158,156.75,157,61400,WTK
09/09/2022,156.5,156.5,156.5,156.5,100,WTK
09/08/2022,155,157,155,156.5,2600,WTK
09/07/2022,155,155,155,155,400,WTK
09/06/2022,155,155,155,155,900,WTK
09/05/2022,155,155,155,155,100,WTK
09/02/2022,156.5,156.5,153,154.75,900,WTK
08/31/2022,160,160,153,156.5,200,WTK
08/29/2022,160,160,160,160,100,WTK
08/26/2022,152.25,152.5,152.25,152.5,300,WTK
08/25/2022,152,152,152,152,18000,WTK
08/24/2022,152,152,152,152,700,WTK
08/23/2022,152,152,151,151.75,400,WTK
08/22/2022,150,150.25,150,150.25,27300,WTK
08/19/2022,150,150,150,150,100,WTK
08/18/2022,154,154,150,152.75,1500,WTK
08/17/2022,150,150,150,150,5000,WTK
08/16/2022,154,154,154,154,100,WTK
08/15/2022,151,151,150,150,11200,WTK
08/12/2022,152,155,152,153.25,4500,WTK
08/11/2022,151,151,151,151,100,WTK
08/10/2022,151.25,151.25,151,151,1400,WTK
08/08/2022,151,152,151,151.25,20600,WTK
08/05/2022,151,151.25,151,151,2200,WTK
08/04/2022,152,152,151,151.25,15100,WTK
08/03/2022,151,152,151,151.5,212100,WTK
08/02/2022,151,152,151,151.75,34900,WTK
08/01/2022,152,152,150,151.5,21600,WTK
07/29/2022,150,155,150,152,6200,WTK
07/28/2022,152,152.5,150,151.5,11400,WTK
07/27/2022,151,157,150,152,13800,WTK
07/26/2022,150,150,150,150,1600,WTK
07/25/2022,152,152,150,150.75,2200,WTK
07/22/2022,154,154,148,149.75,2300,WTK
07/21/2022,148.25,153,148,148.25,4700,WTK
07/20/2022,150,150,147.25,148.25,2800,WTK
07/19/2022,145,145,145,145,100,WTK
07/18/2022,150,150,146,147.25,5300,WTK
07/15/2022,149.5,156,149.5,152.25,2600,WTK
07/14/2022,154,154,154,154,600,WTK
07/13/2022,152.75,157,147,149.5,3800,WTK
07/12/2022,151.25,157,145,152.75,2000,WTK
07/08/2022,149,157,149,151,2800,WTK
07/07/2022,144,144,142,142.75,3100,WTK
07/06/2022,140,143,140,142.75,3200,WTK
07/05/2022,140,140,140,140,4500,WTK
07/04/2022,138,138,138,138,800,WTK
07/01/2022,130,137,130,130.75,38600,WTK
06/30/2022,124,124,124,124,100,WTK
06/29/2022,129.5,129.5,129.5,129.5,400,WTK
06/27/2022,130,130,122,124.75,300,WTK
06/22/2022,129.5,129.5,129.5,129.5,2200,WTK
06/20/2022,125,125,125,125,300,WTK
06/16/2022,130,130,130,130,4700,WTK
06/15/2022,123,125,123,124,200,WTK
06/14/2022,122,122,122,122,100,WTK
06/13/2022,129.5,129.5,129.5,129.5,300,WTK
06/09/2022,120,120,120,120,100,WTK
06/08/2022,124,124,119,120,20500,WTK
06/07/2022,129,129,129,129,100,WTK
06/06/2022,127,128,127,127.5,200,WTK
06/02/2022,129.5,129.5,125,127.25,200,WTK
05/31/2022,126.5,129.5,126,126.5,8500,WTK
05/30/2022,126.5,126.5,126.25,126.5,2200,WTK
05/27/2022,129.75,129.75,129.75,129.75,200,WTK
05/26/2022,129.75,130,129.75,129.75,1100,WTK
05/25/2022,126,126,126,126,200,WTK
05/24/2022,130,130,129.75,130,1100,WTK
05/23/2022,130,130,130,130,1600,WTK
05/20/2022,126.5,130,120.25,124.25,500,WTK
05/19/2022,130,130,130,130,700,WTK
05/18/2022,130,130,130,130,600,WTK
05/17/2022,127,127,126.5,126.75,300,WTK
05/13/2022,126.75,126.75,126.5,126.75,300,WTK
05/10/2022,129,129,129,129,300,WTK
05/09/2022,130,130,125,126.25,1200,WTK
05/04/2022,125,125,120,124.5,1100,WTK
04/28/2022,130,130,130,130,100,WTK
04/27/2022,130,130,130,130,500,WTK
04/26/2022,130,130,130,130,1500,WTK
04/25/2022,133,133,133,133,400,WTK
04/22/2022,130,130,130,130,200,WTK
04/21/2022,133,133,133,133,400,WTK
04/20/2022,134,134,133,133.25,68500,WTK
04/14/2022,134,134,133,133.5,200,WTK
04/11/2022,134,134,134,134,100,WTK
04/06/2022,135,135,135,135,100,WTK
04/05/2022,135,135,135,135,300,WTK
04/04/2022,130.5,135,130.5,132.25,2100,WTK
03/31/2022,135,135,135,135,500,WTK
03/29/2022,130.5,130.5,130.5,130.5,100,WTK
03/28/2022,135,135,135,135,100,WTK
03/25/2022,135,135,135,135,200,WTK
03/24/2022,135,135,135,135,400,WTK
03/22/2022,135,135,135,135,200,WTK
03/21/2022,130,130,130,130,300,WTK
03/18/2022,130,130,130,130,100,WTK
03/17/2022,135,135,135,135,200,WTK
03/09/2022,130,130,130,130,100,WTK
03/08/2022,131,131,130,130,127100,WTK
03/04/2022,134.75,134.75,134.75,134.75,400,WTK
03/03/2022,131,131,131,131,1200,WTK
03/01/2022,131,131,131,131,100,WTK
